From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
WP_003959171.1	B5H4C0	unreviewed	B5H4C0_STRCL	Choline transport system permease protein opuBB	SCLAV_5427	Streptomyces clavuligerus	215
WP_003959170.1	B5H4B9	unreviewed	B5H4B9_STRCL	Putative ABC transporter ATP-binding protein	SCLAV_5426	Streptomyces clavuligerus	369
WP_003962627.1	E2Q0E8	unreviewed	E2Q0E8_STRCL	Putative AraC-family transcriptional regulator	SCLAV_5424	Streptomyces clavuligerus	203
WP_003962626.1	E2Q0E7	unreviewed	E2Q0E7_STRCL	NmrA-like family protein	SCLAV_5423	Streptomyces clavuligerus	240
WP_003962625.1	E2Q0E6	unreviewed	E2Q0E6_STRCL	Putative TetR family transcriptional regulator	SCLAV_5422	Streptomyces clavuligerus	245
WP_003962624.1	E2Q0E5	unreviewed	E2Q0E5_STRCL	TetR family transcriptional regulator	SCLAV_5421	Streptomyces clavuligerus	196
WP_003962623.1	E2Q0E4	unreviewed	E2Q0E4_STRCL	Putative peptidyl-arginine deiminase family protein (EC 3.5.3.12)	SCLAV_5420	Streptomyces clavuligerus	387
WP_003962622.1	E2Q0E3	unreviewed	E2Q0E3_STRCL	Leucine-rich repeat domain-containing protein	SCLAV_5419	Streptomyces clavuligerus	319
WP_003962621.1	E2Q0E2	unreviewed	E2Q0E2_STRCL	Glutathione synthase/ribosomal protein S6 modification enzyme Glutaminyl transferase	SCLAV_5418	Streptomyces clavuligerus	393
WP_003962619.1	E2Q0E0	unreviewed	E2Q0E0_STRCL	Coproporphyrinogen III oxidase (EC 1.3.99.22)	SCLAV_5416	Streptomyces clavuligerus	468
WP_003962618.1	E2Q0D9	unreviewed	E2Q0D9_STRCL	Radical SAM domain protein	SCLAV_5415	Streptomyces clavuligerus	286
WP_003962616.1	E2Q0D7	unreviewed	E2Q0D7_STRCL	Oxidoreductase (EC 1.1.1.100)	SCLAV_5413	Streptomyces clavuligerus	247
WP_003962615.1	E2Q0D6	unreviewed	E2Q0D6_STRCL	Transcriptional regulator, TetR family	SCLAV_5412	Streptomyces clavuligerus	189
WP_003956956.1	B5GYE2	unreviewed	B5GYE2_STRCL	Copper-binding protein	SCLAV_5410	Streptomyces clavuligerus	425
WP_003956960.1	B5GYE6	unreviewed	B5GYE6_STRCL	7 beta-4-carboxybutanamido cephalosporanic acid acylase	SCLAV_5407	Streptomyces clavuligerus	642
WP_003962610.1	E2Q0C9	unreviewed	E2Q0C9_STRCL	4-methyl-5 B-hydroxyethyl-thiazole monophosphate biosynthesis enzyme	SCLAV_5405	Streptomyces clavuligerus	257
WP_003956968.1	B5GYF2	unreviewed	B5GYF2_STRCL	Putative transcriptional regulator	SCLAV_5401	Streptomyces clavuligerus	285
WP_003962604.1	E2Q0C2	unreviewed	E2Q0C2_STRCL	Solute-binding protein	SCLAV_5398	Streptomyces clavuligerus	354
WP_003962603.1	E2Q0C1	unreviewed	E2Q0C1_STRCL	ABC-type Fe3+-siderophore transport system, permease component	SCLAV_5397	Streptomyces clavuligerus	694
WP_003956973.1	B5GYF7	unreviewed	B5GYF7_STRCL	GCN5-related N-acetyltransferase	SCLAV_5396	Streptomyces clavuligerus	374
WP_003956977.1	B5GYG1	unreviewed	B5GYG1_STRCL	Uncharacterized protein	SCLAV_5391	Streptomyces clavuligerus	146
WP_003956979.1	B5GYG3	unreviewed	B5GYG3_STRCL	Two component transcriptional regulator, LuxR family protein	SCLAV_5389	Streptomyces clavuligerus	244
WP_003956981.1	B5GYG4	unreviewed	B5GYG4_STRCL	Secreted amidase	SCLAV_5388	Streptomyces clavuligerus	543
WP_003956983.1	B5GYG7	unreviewed	B5GYG7_STRCL	Major facilitator superfamily MFS_1	SCLAV_5386	Streptomyces clavuligerus	467
WP_003956985.1	B5GYG9	unreviewed	B5GYG9_STRCL	GntR family transcriptional regulator	SCLAV_5384	Streptomyces clavuligerus	220
WP_003956987.1	B5GYH1	unreviewed	B5GYH1_STRCL	Possible integral membrane protein	SCLAV_5382	Streptomyces clavuligerus	428
WP_003956988.1	B5GYH2	unreviewed	B5GYH2_STRCL	Putative secreted protein	SCLAV_5381	Streptomyces clavuligerus	274
WP_003962596.1	E2Q0A4	unreviewed	E2Q0A4_STRCL	Hydrolase	SCLAV_5380	Streptomyces clavuligerus	269
WP_003956991.1	B5GYH5	unreviewed	B5GYH5_STRCL	Two-component system response regulator	SCLAV_5379	Streptomyces clavuligerus	233
WP_003956992.1	B5GYH6	unreviewed	B5GYH6_STRCL	histidine kinase (EC 2.7.13.3)	SCLAV_5378	Streptomyces clavuligerus	490
WP_003956993.1	B5GYH7	unreviewed	B5GYH7_STRCL	Putative lipoprotein	SCLAV_5377	Streptomyces clavuligerus	184
WP_003956994.1	B5GYH8	unreviewed	B5GYH8_STRCL	Uncharacterized protein	SCLAV_5376	Streptomyces clavuligerus	62
WP_003962595.1	E2Q099	unreviewed	E2Q099_STRCL	Ferredoxin reductase	fprE SCLAV_5375	Streptomyces clavuligerus	420
WP_003956996.1	B5GYI0	unreviewed	B5GYI0_STRCL	Putative acetone-cyanohydrin lyase	SCLAV_5374	Streptomyces clavuligerus	259
WP_003962591.1	E2Q093	unreviewed	E2Q093_STRCL	Saccharopine dehydrogenase	SCLAV_5369	Streptomyces clavuligerus	410
WP_003962589.1	E2Q091	unreviewed	E2Q091_STRCL	Integral membrane protein	SCLAV_5367	Streptomyces clavuligerus	184
WP_003962588.1	E2Q090	unreviewed	E2Q090_STRCL	Putative repressor in the phenylacetic acid catabolism	SCLAV_5366	Streptomyces clavuligerus	298
WP_003962585.1	E2PZG9	unreviewed	E2PZG9_STRCL	LUD domain-containing protein	SCLAV_5363	Streptomyces clavuligerus	212
WP_003962583.1	E2PZG7	unreviewed	E2PZG7_STRCL	Putative fumarate reductase-related protein	SCLAV_5361	Streptomyces clavuligerus	272
WP_003962582.1	E2PZG6	unreviewed	E2PZG6_STRCL	Probable membrane transporter protein	SCLAV_5360	Streptomyces clavuligerus	271
WP_003962579.1	E2PZG3	unreviewed	E2PZG3_STRCL	TNT domain-containing protein	SCLAV_5357	Streptomyces clavuligerus	231
WP_003962577.1	E2PZG1	unreviewed	E2PZG1_STRCL	Uncharacterized protein	SCLAV_5355	Streptomyces clavuligerus	283
WP_003962576.1	E2PZG0	unreviewed	E2PZG0_STRCL	Glucose-methanol-choline oxidoreductase	SCLAV_5354	Streptomyces clavuligerus	609
WP_003962575.1	E2PZF9	unreviewed	E2PZF9_STRCL	Uncharacterized protein	SCLAV_5353	Streptomyces clavuligerus	136
WP_003962574.1	E2PZF8	unreviewed	E2PZF8_STRCL	Exopolysaccharide phosphotransferase	SCLAV_5352	Streptomyces clavuligerus	614
WP_003962572.1	E2PZF6	unreviewed	E2PZF6_STRCL	Acyltransferase 3	SCLAV_5350	Streptomyces clavuligerus	439
WP_003962571.1	E2PZF5	unreviewed	E2PZF5_STRCL	Regulatory protein	SCLAV_5349	Streptomyces clavuligerus	441
WP_003962569.1	E2PZF3	unreviewed	E2PZF3_STRCL	DUF3068 domain-containing protein	SCLAV_5347	Streptomyces clavuligerus	330
WP_003962568.1	E2PZF2	unreviewed	E2PZF2_STRCL	Glycosyl transferase	SCLAV_5346	Streptomyces clavuligerus	447
WP_003959127.1	B5H481	unreviewed	B5H481_STRCL	SAM-dependent methyltransferase	SCLAV_5345	Streptomyces clavuligerus	266
WP_003962567.1	E2PZF0	unreviewed	E2PZF0_STRCL	Putative membrane protein	SCLAV_5344	Streptomyces clavuligerus	1450
WP_003962566.1	E2PZE9	unreviewed	E2PZE9_STRCL	Condensation domain protein	SCLAV_5343	Streptomyces clavuligerus	458
WP_003962564.1	E2PZE7	unreviewed	E2PZE7_STRCL	Integral membrane protein	SCLAV_5341	Streptomyces clavuligerus	323
WP_003962563.1	E2PZE6	unreviewed	E2PZE6_STRCL	Trm112p domain-containing protein	SCLAV_5340	Streptomyces clavuligerus	73
WP_003962562.1	E2PZE5	unreviewed	E2PZE5_STRCL	Putative cytochrome P450	SCLAV_5339	Streptomyces clavuligerus	375
WP_003955925.1	B5GVQ0	unreviewed	B5GVQ0_STRCL	Putative StrR-family transcriptional regulator	SCLAV_5334	Streptomyces clavuligerus	325
WP_003955921.1	B5GVP6	unreviewed	B5GVP6_STRCL	Sulfotransferase domain-containing protein	SCLAV_5330	Streptomyces clavuligerus	339
WP_003962554.1	E2PZD5	unreviewed	E2PZD5_STRCL	Putative methyltransferase	SCLAV_5329	Streptomyces clavuligerus	247
WP_003955919.1	B5GVP4	unreviewed	B5GVP4_STRCL	Putative rubrerythrin	SCLAV_5328	Streptomyces clavuligerus	150
WP_003955918.1	B5GVP3	unreviewed	B5GVP3_STRCL	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.2)	SCLAV_5327	Streptomyces clavuligerus	643
WP_003955917.1	B5GVP2	unreviewed	B5GVP2_STRCL	SecC motif-containing protein	SCLAV_5326	Streptomyces clavuligerus	417
WP_003955916.1	B5GVP1	unreviewed	B5GVP1_STRCL	Amidinotransferase	SCLAV_5325	Streptomyces clavuligerus	315
WP_003955915.1	B5GVP0	unreviewed	B5GVP0_STRCL	Uncharacterized protein	SCLAV_5324	Streptomyces clavuligerus	136
WP_003955913.1	B5GVN8	unreviewed	B5GVN8_STRCL	Putative transcriptional regulator	SCLAV_5322	Streptomyces clavuligerus	379
WP_003955912.1	B5GVN7	unreviewed	B5GVN7_STRCL	Oxidoreductase FAD-binding domain-containing protein	SCLAV_5321	Streptomyces clavuligerus	353
WP_003962552.1	E2PZC6	unreviewed	E2PZC6_STRCL	Fatty acid desaturase (EC 1.14.19.3)	SCLAV_5320	Streptomyces clavuligerus	372
WP_003955910.1	B5GVN5	unreviewed	B5GVN5_STRCL	Uncharacterized protein	SCLAV_5319	Streptomyces clavuligerus	190
WP_003962549.1	E2PZC2	unreviewed	E2PZC2_STRCL	Uncharacterized protein	SCLAV_5316	Streptomyces clavuligerus	279
WP_003955906.1	B5GVN1	unreviewed	B5GVN1_STRCL	Taurine dioxygenase (EC 1.14.11.17)	SCLAV_5315	Streptomyces clavuligerus	324
WP_003955900.1	B5GVM5	unreviewed	B5GVM5_STRCL	L-arginine:lysine amidinotransferase, putative (EC 2.1.4.1)	SCLAV_5310	Streptomyces clavuligerus	362
WP_003962544.1	E2PZB4	unreviewed	E2PZB4_STRCL	Transcription factor jumonji jmjC domain protein	SCLAV_5308	Streptomyces clavuligerus	343
WP_003962541.1	E2PZB1	unreviewed	E2PZB1_STRCL	IS630 family transposase	SCLAV_5305	Streptomyces clavuligerus	46
WP_003962540.1	E2PZB0	unreviewed	E2PZB0_STRCL	RCC1 repeat domain protein	SCLAV_5304	Streptomyces clavuligerus	410
WP_003962539.1	E2PZA9	unreviewed	E2PZA9_STRCL	BNR repeat domain protein	SCLAV_5303	Streptomyces clavuligerus	406
WP_003955892.1	B5GVL7	unreviewed	B5GVL7_STRCL	Secreted protein	SCLAV_5296	Streptomyces clavuligerus	459
WP_003962534.1	E2PZA1	unreviewed	E2PZA1_STRCL	Non-hemolytic phospholipase C (EC 3.1.4.3)	plc SCLAV_5289	Streptomyces clavuligerus	691
WP_003955886.1	B5GVL1	unreviewed	B5GVL1_STRCL	Membrane attack complex component/perforin/complement C9	SCLAV_5288	Streptomyces clavuligerus	146
WP_003962528.1	E2PZ88	unreviewed	E2PZ88_STRCL	Thioesterase	SCLAV_5276	Streptomyces clavuligerus	256
WP_003962526.1	E2PZ86	unreviewed	E2PZ86_STRCL	Putative transmembrane efflux protein	SCLAV_5274	Streptomyces clavuligerus	490
WP_003955872.1	B5GVJ7	unreviewed	B5GVJ7_STRCL	Globin	SCLAV_5273	Streptomyces clavuligerus	154
WP_003955871.1	B5GVJ6	unreviewed	B5GVJ6_STRCL	Lantibiotic biosynthesis protein, flavoprotein	SCLAV_5272	Streptomyces clavuligerus	201
WP_003962525.1	E2PZ83	unreviewed	E2PZ83_STRCL	Phenyloxazoline synthase MbtB (Mycobactin synthetase protein B)	SCLAV_5271	Streptomyces clavuligerus	1096
WP_003962524.1	E2PZ82	unreviewed	E2PZ82_STRCL	Glucose-methanol-choline oxidoreductase	SCLAV_5270	Streptomyces clavuligerus	557
WP_003955868.1	B5GVJ3	unreviewed	B5GVJ3_STRCL	Gramicidin S biosynthesis protein grsT	SCLAV_5269	Streptomyces clavuligerus	267
WP_003955866.1	B5GVJ0	unreviewed	B5GVJ0_STRCL	Putative acetyltransferase	SCLAV_5267	Streptomyces clavuligerus	284
WP_003955862.1	B5GVI7	unreviewed	B5GVI7_STRCL	Helix-turn-helix domain-containing protein	SCLAV_5262	Streptomyces clavuligerus	76
WP_003962519.1	E2PZ72	unreviewed	E2PZ72_STRCL	Secreted glycosyl hydrolase	SCLAV_5260	Streptomyces clavuligerus	1169
WP_003962516.1	E2PZ69	unreviewed	E2PZ69_STRCL	ABC transporter solute-binding protein	SCLAV_5257	Streptomyces clavuligerus	362
WP_003962512.1	E2PZ65	unreviewed	E2PZ65_STRCL	GAF domain-containing protein	SCLAV_5253	Streptomyces clavuligerus	190
WP_003962511.1	E2PZ64	unreviewed	E2PZ64_STRCL	ATP/GTP-binding protein	SCLAV_5252	Streptomyces clavuligerus	217
WP_003962510.1	E2PZ63	unreviewed	E2PZ63_STRCL	DUF742 domain-containing protein	SCLAV_5251	Streptomyces clavuligerus	122
WP_003962509.1	E2PZ62	unreviewed	E2PZ62_STRCL	LC7 family protein	SCLAV_5250	Streptomyces clavuligerus	144
WP_003962505.1	E2PZ58	unreviewed	E2PZ58_STRCL	TetR-family transcriptional regulator	SCLAV_5246	Streptomyces clavuligerus	206
WP_003962501.1	E2PZ54	unreviewed	E2PZ54_STRCL	Alpha-galactosidase (EC 3.2.1.22)	agaB3 SCLAV_5243	Streptomyces clavuligerus	712
WP_003962499.1	E2PZ52	unreviewed	E2PZ52_STRCL	Putative transcriptional regulator	SCLAV_5241	Streptomyces clavuligerus	206
WP_003962497.1	E2PZ50	unreviewed	E2PZ50_STRCL	Radical SAM domain protein	SCLAV_5239	Streptomyces clavuligerus	340
WP_003962495.1	E2PZ48	unreviewed	E2PZ48_STRCL	Squalene-hopene cyclase (EC 5.4.99.17)	hopA SCLAV_5237	Streptomyces clavuligerus	677
WP_003962493.1	E2PZ46	unreviewed	E2PZ46_STRCL	Squalene/phytoene dehydrogenase	hopC SCLAV_5235	Streptomyces clavuligerus	461
WP_003962492.1	E2PZ45	unreviewed	E2PZ45_STRCL	Putative squalene/phytoene synthase (EC 2.5.1.32)	hopD SCLAV_5234	Streptomyces clavuligerus	317
WP_003962491.1	E2PZ44	unreviewed	E2PZ44_STRCL	Phytoene synthase	hopE SCLAV_5233	Streptomyces clavuligerus	313
WP_003962489.1	E2PZ43	unreviewed	E2PZ43_STRCL	ABC transporter ATP-binding protein	SCLAV_5232	Streptomyces clavuligerus	261
WP_003958860.1	B5H3J0	unreviewed	B5H3J0_STRCL	Transport permease protein	SCLAV_5231	Streptomyces clavuligerus	309
WP_003962487.1	E2PYC5	unreviewed	E2PYC5_STRCL	Putative glycerol 1-phosphate dehydrogenase (EC 1.1.1.261)	SCLAV_5229	Streptomyces clavuligerus	353
WP_003958863.1	B5H3J3	unreviewed	B5H3J3_STRCL	Nucleotide sugar-1-phosphate transferase	SCLAV_5228	Streptomyces clavuligerus	245
WP_003958864.1	B5H3J4	unreviewed	B5H3J4_STRCL	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase)	SCLAV_5226	Streptomyces clavuligerus	331
WP_003958865.1	B5H3J5	unreviewed	B5H3J5_STRCL	Putative cation efflux protein	SCLAV_5225	Streptomyces clavuligerus	313
WP_003962484.1	E2PYB9	unreviewed	E2PYB9_STRCL	non-specific serine/threonine protein kinase (EC 2.7.11.1)	SCLAV_5223	Streptomyces clavuligerus	150
WP_003962479.1	E2PYB3	unreviewed	E2PYB3_STRCL	Oxidoreductase	SCLAV_5217	Streptomyces clavuligerus	356
WP_003962478.1	E2PYB2	unreviewed	E2PYB2_STRCL	D-amino acid oxidase	SCLAV_5216	Streptomyces clavuligerus	322
WP_003962476.1	E2PYB0	unreviewed	E2PYB0_STRCL	Carboxypeptidase	SCLAV_5214	Streptomyces clavuligerus	431
WP_003962475.1	E2PYA9	unreviewed	E2PYA9_STRCL	Putative Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11)	pepX SCLAV_5213	Streptomyces clavuligerus	670
WP_003962474.1	E2PYA8	unreviewed	E2PYA8_STRCL	Glutamyl endopeptidase II	sprE SCLAV_5212	Streptomyces clavuligerus	359
WP_003962472.1	E2PYA6	unreviewed	E2PYA6_STRCL	Fatty acid oxidation complex alpha-subunit (EC 5.1.2.3)	SCLAV_5210	Streptomyces clavuligerus	749
WP_003962470.1	E2PYA4	unreviewed	E2PYA4_STRCL	Fatty acid-CoA racemase	SCLAV_5208	Streptomyces clavuligerus	394
WP_003962469.1	E2PYA3	unreviewed	E2PYA3_STRCL	Saccharopine dehydrogenase NAD +, L-glutamate-forming	SCLAV_5207	Streptomyces clavuligerus	399
WP_003962468.1	E2PYA2	unreviewed	E2PYA2_STRCL	Endonuclease V (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V)	nfi SCLAV_5206	Streptomyces clavuligerus	245
WP_003962465.1	E2PY99	unreviewed	E2PY99_STRCL	ABC transporter	SCLAV_5203	Streptomyces clavuligerus	550
WP_003958646.1	B5H2Z5	unreviewed	B5H2Z5_STRCL	UvrABC system protein A (Excinuclease ABC subunit A)	SCLAV_5202	Streptomyces clavuligerus	757
WP_003958645.1	B5H2Z4	unreviewed	B5H2Z4_STRCL	Putative acyl-ACP desaturase	SCLAV_5201	Streptomyces clavuligerus	324
WP_003962464.1	E2PY96	unreviewed	E2PY96_STRCL	Transcriptional regulator WhiB	whmD whiB SCLAV_5200	Streptomyces clavuligerus	82
WP_003962460.1	E2PY92	unreviewed	E2PY92_STRCL	Glycosyl hydrolase	SCLAV_5196	Streptomyces clavuligerus	738
WP_003958639.1	B5H2Y8	unreviewed	B5H2Y8_STRCL	DNA primase, small subunit (EC 6.5.1.1)	SCLAV_5195	Streptomyces clavuligerus	338
WP_003958638.1	B5H2Y7	unreviewed	B5H2Y7_STRCL	DNA ligase (ATP) (EC 6.5.1.1)	SCLAV_5194	Streptomyces clavuligerus	357
WP_003962459.1	E2PY89	unreviewed	E2PY89_STRCL	Putative integral membrane protein	SCLAV_5193	Streptomyces clavuligerus	296
WP_003962458.1	E2PY88	unreviewed	E2PY88_STRCL	Putative membrane protein	SCLAV_5192	Streptomyces clavuligerus	176
WP_003962457.1	E2PY87	unreviewed	E2PY87_STRCL	Putative membrane protein	SCLAV_5191	Streptomyces clavuligerus	223
WP_003962456.1	E2PY86	unreviewed	E2PY86_STRCL	Secreted protein	SCLAV_5190	Streptomyces clavuligerus	185
WP_003962455.1	E2PY85	unreviewed	E2PY85_STRCL	Putative Mce family protein	SCLAV_5189	Streptomyces clavuligerus	409
WP_003962454.1	E2PY84	unreviewed	E2PY84_STRCL	Secreted protein	SCLAV_5188	Streptomyces clavuligerus	397
WP_003962453.1	E2PY83	unreviewed	E2PY83_STRCL	Secreted protein	SCLAV_5187	Streptomyces clavuligerus	400
WP_003962452.1	E2PY82	unreviewed	E2PY82_STRCL	Secreted protein	SCLAV_5186	Streptomyces clavuligerus	374
WP_003962451.1	E2PY81	unreviewed	E2PY81_STRCL	Putative Mce family protein	SCLAV_5185	Streptomyces clavuligerus	343
WP_003957712.1	B5H0E1	unreviewed	B5H0E1_STRCL	Secreted protein	SCLAV_5184	Streptomyces clavuligerus	411
WP_003957711.1	B5H0E0	unreviewed	B5H0E0_STRCL	ABC-transporter integral membrane protein	SCLAV_5183	Streptomyces clavuligerus	267
WP_003962450.1	E2PY78	unreviewed	E2PY78_STRCL	Putative YrbE family protein	SCLAV_5182	Streptomyces clavuligerus	293
WP_003957709.1	B5H0D8	unreviewed	B5H0D8_STRCL	Putative ABC transporter ATP-binding protein	SCLAV_5181	Streptomyces clavuligerus	325
WP_003962449.1	E2PY76	unreviewed	E2PY76_STRCL	Putative secreted protein	SCLAV_5180	Streptomyces clavuligerus	342
WP_003962441.1	E2PY69	unreviewed	E2PY69_STRCL	Amine oxidase	SCLAV_5173	Streptomyces clavuligerus	593
WP_003957698.1	B5H0C7	unreviewed	B5H0C7_STRCL	Alpha-L-fucosidase	SCLAV_5172	Streptomyces clavuligerus	635
WP_003962440.1	E2PY67	unreviewed	E2PY67_STRCL	Pectate lyase	SCLAV_5171	Streptomyces clavuligerus	477
WP_003962438.1	E2PY65	unreviewed	E2PY65_STRCL	Pectate lyase	SCLAV_5169	Streptomyces clavuligerus	479
WP_003962436.1	E2PY63	unreviewed	E2PY63_STRCL	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)	agaB2 SCLAV_5167	Streptomyces clavuligerus	716
WP_003962435.1	E2PY62	unreviewed	E2PY62_STRCL	Chitinase	SCLAV_5164	Streptomyces clavuligerus	402
WP_003957687.1	B5H0B6	unreviewed	B5H0B6_STRCL	Integral membrane protein	SCLAV_5163	Streptomyces clavuligerus	128
WP_003962433.1	E2PY59	unreviewed	E2PY59_STRCL	Secreted protein	SCLAV_5161	Streptomyces clavuligerus	189
WP_003962430.1	E2PY56	unreviewed	E2PY56_STRCL	Putative DNA-binding protein	SCLAV_5158	Streptomyces clavuligerus	78
WP_003962427.1	E2PY53	unreviewed	E2PY53_STRCL	Secreted protein	SCLAV_5155	Streptomyces clavuligerus	139
WP_003962424.1	E2PY50	unreviewed	E2PY50_STRCL	Toxin-antitoxin system, toxin component	SCLAV_5152	Streptomyces clavuligerus	176
WP_003962423.1	E2PY49	unreviewed	E2PY49_STRCL	Putative ROK-family transcriptional regulator	SCLAV_5151	Streptomyces clavuligerus	429
WP_003962422.1	E2PY48	unreviewed	E2PY48_STRCL	TrkA-C domain-containing protein	SCLAV_5150	Streptomyces clavuligerus	156
WP_003962421.1	E2PY47	unreviewed	E2PY47_STRCL	Putative sodium/proton antiporter	SCLAV_5149	Streptomyces clavuligerus	434
WP_003958846.1	B5H3H7	unreviewed	B5H3H7_STRCL	Potassium-transporting ATPase KdpC subunit (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium-binding and translocating subunit C) (Potassium-translocating ATPase C chain)	atkC kdpC SCLAV_5146	Streptomyces clavuligerus	226
WP_003962417.1	E2PY42	unreviewed	E2PY42_STRCL	Potassium-transporting ATPase ATP-binding subunit (EC 7.2.2.6) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	atkB kdpB kdpB3 SCLAV_5145	Streptomyces clavuligerus	701
WP_003958844.1	B5H3H5	unreviewed	B5H3H5_STRCL	Potassium-transporting ATPase potassium-binding subunit (ATP phosphohydrolase [potassium-transporting] A chain) (Potassium-binding and translocating subunit A) (Potassium-translocating ATPase A chain)	atkA kdpA SCLAV_5144	Streptomyces clavuligerus	554
WP_003958838.1	B5H3H1	unreviewed	B5H3H1_STRCL	Uncharacterized protein	SCLAV_5141	Streptomyces clavuligerus	113
WP_003962415.1	E2PY35	unreviewed	E2PY35_STRCL	Uncharacterized protein	SCLAV_5138	Streptomyces clavuligerus	442
WP_003962412.1	E2PY32	unreviewed	E2PY32_STRCL	Uncharacterized protein	SCLAV_5135	Streptomyces clavuligerus	322
WP_003962410.1	E2PY30	unreviewed	E2PY30_STRCL	Xylose isomerase domain protein TIM barrel	SCLAV_5133	Streptomyces clavuligerus	372
WP_003962409.1	E2PY29	unreviewed	E2PY29_STRCL	Putative type I phosphodiesterase, nucleotide pyrophosphatase	SCLAV_5132	Streptomyces clavuligerus	477
WP_003962407.1	E2PY27	unreviewed	E2PY27_STRCL	Putative metal-dependent hydrolase	SCLAV_5130	Streptomyces clavuligerus	286
WP_003962406.1	E2PY26	unreviewed	E2PY26_STRCL	Sugar phosphate isomerase	SCLAV_5129	Streptomyces clavuligerus	206
WP_003962405.1	E2PY25	unreviewed	E2PY25_STRCL	Putative abasic site repairing enzyme	SCLAV_5128	Streptomyces clavuligerus	306
WP_003962404.1	E2PY24	unreviewed	E2PY24_STRCL	Putative transferase (EC 2.5.1.-)	SCLAV_5127	Streptomyces clavuligerus	332
WP_003962403.1	E2PY23	unreviewed	E2PY23_STRCL	inositol-3-phosphate synthase (EC 5.5.1.4)	SCLAV_5126	Streptomyces clavuligerus	403
WP_003962400.1	E2PY20	unreviewed	E2PY20_STRCL	Putative oxidoreductase	SCLAV_5123	Streptomyces clavuligerus	412
WP_003962399.1	E2PY19	unreviewed	E2PY19_STRCL	Putative ABC transporter substrate-binding protein	SCLAV_5122	Streptomyces clavuligerus	350
WP_003962398.1	E2PY18	unreviewed	E2PY18_STRCL	ABC transporter integral membrane protein	SCLAV_5121	Streptomyces clavuligerus	347
WP_003962396.1	E2PY17	unreviewed	E2PY17_STRCL	ABC transporter ATP-binding protein (EC 3.6.3.17)	SCLAV_5120	Streptomyces clavuligerus	509
WP_003962394.1	E2PY15	unreviewed	E2PY15_STRCL	Putative MutT-like protein	SCLAV_5118	Streptomyces clavuligerus	169
WP_003962393.1	E2PY14	unreviewed	E2PY14_STRCL	Beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III)	fabH SCLAV_5117	Streptomyces clavuligerus	315
WP_003962391.1	E2PY12	unreviewed	E2PY12_STRCL	(2Fe-2S) ferredoxin domain-containing protein	SCLAV_5115	Streptomyces clavuligerus	131
WP_003962389.1	E2PY10	unreviewed	E2PY10_STRCL	CU044_5270 family protein	SCLAV_5113	Streptomyces clavuligerus	404
WP_003962387.1	E2PY08	unreviewed	E2PY08_STRCL	Oxidoreductase	SCLAV_5111	Streptomyces clavuligerus	371
WP_003962386.1	E2PY07	unreviewed	E2PY07_STRCL	Carbohydrate binding family 6	SCLAV_5110	Streptomyces clavuligerus	708
WP_003962385.1	E2PY06	unreviewed	E2PY06_STRCL	Putative secreted protein	SCLAV_5109	Streptomyces clavuligerus	265
WP_003962384.1	E2PY05	unreviewed	E2PY05_STRCL	Glycosyl hydrolase	SCLAV_5108	Streptomyces clavuligerus	534
WP_003962383.1	E2PY04	unreviewed	E2PY04_STRCL	PqqA peptide cyclase (EC 1.21.98.4) (Coenzyme PQQ synthesis protein E)	pqqE SCLAV_5107	Streptomyces clavuligerus	433
WP_003962382.1	E2PY03	unreviewed	E2PY03_STRCL	Coenzyme PQQ synthesis D	pqqD SCLAV_5106	Streptomyces clavuligerus	104
WP_003962381.1	E2PY02	unreviewed	E2PY02_STRCL	Pyrroloquinoline-quinone synthase (EC 1.3.3.11) (Coenzyme PQQ synthesis protein C) (Pyrroloquinoline quinone biosynthesis protein C)	pqqC SCLAV_5105	Streptomyces clavuligerus	253
WP_003962380.1	E2PY01	unreviewed	E2PY01_STRCL	Coenzyme PQQ synthesis protein B (Pyrroloquinoline quinone biosynthesis protein B)	pqqB SCLAV_5104	Streptomyces clavuligerus	301
