contig,locus_tag,gene_name,start,end,strand,gene_biotype,product,protein_id,gene_ontology,Uniprot Entry,Uniprot Protein names,Uniprot Gene Names
chromosome,CRV15_RS07640,,1925797,1926609,-,protein_coding,response regulator transcription factor,WP_003952530.1,DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],B2LX15,Two-component system response regulator,SCLAV_4175
chromosome,CRV15_RS07660,,1929925,1931106,-,protein_coding,NAD(P)-binding domain-containing protein,WP_003952534.1,,B2LX18,Putative FAD-dependent oxidoreductase,SCLAV_4170
chromosome,CRV15_RS07665,,1932031,1933113,-,protein_coding,Ku protein,WP_003952535.1,DNA end binding [GO:0045027]; double-strand break repair via nonhomologous end joining [GO:0006303],B2LX19,Non-homologous end joining protein Ku,SCLAV_4169 ku
chromosome,CRV15_RS07670,ligD,1933163,1934053,+,protein_coding,non-homologous end-joining DNA ligase,WP_003952536.1,,,,
chromosome,CRV15_RS07675,,1934050,1934973,+,protein_coding,DNA ligase,WP_003952537.1,,,,
chromosome,CRV15_RS07690,,1938978,1939298,+,protein_coding,zinc-ribbon domain-containing protein,WP_003952542.1,,B5GLF9,Zinc-ribbon 15 domain-containing protein,SCLAV_4164
chromosome,CRV15_RS37690,,1939465,1939689,+,protein_coding,hypothetical protein,WP_003952543.1,,B5GLG0,Uncharacterized protein,SCLAV_4163
chromosome,CRV15_RS07705,,1940059,1940259,-,protein_coding,DUF397 domain-containing protein,WP_003952545.1,,B5GLG2,DUF397 domain-containing protein,SCLAV_4161
chromosome,CRV15_RS07710,,1940256,1941086,-,protein_coding,helix-turn-helix transcriptional regulator,WP_003952546.1,,B5GLG3,Putative DNA-binding protein,SCLAV_4160
chromosome,CRV15_RS07725,,1943495,1944910,+,protein_coding,FtsW/RodA/SpoVE family cell cycle protein,WP_003952551.1,peptidoglycan biosynthetic process [GO:0009252]; cell division [GO:0051301],B5GLG8,Putative cell division membrane protein,SCLAV_4155
chromosome,CRV15_RS07745,,1948015,1949136,-,protein_coding,ferritin-like domain-containing protein,WP_003952556.1,,B5GLH3,Aminobenzoate oxygenase,SCLAV_4151
chromosome,CRV15_RS07750,,1949351,1950286,+,protein_coding,diiron oxygenase,WP_003952557.1,,B5GLH4,Diiron oxygenase,SCLAV_4150
chromosome,CRV15_RS07760,,1951232,1951759,-,protein_coding,DinB family protein,WP_003952559.1,,,,
chromosome,CRV15_RS07775,,1954078,1955322,-,protein_coding,styrene monooxygenase/indole monooxygenase family protein,WP_003952561.1,,B5GLH8,Putative oxygenase subunit,SCLAV_4145
chromosome,CRV15_RS07780,,1955374,1956006,-,protein_coding,ATP/GTP-binding protein,WP_003952562.1,,,,
chromosome,CRV15_RS07805,,1961094,1961576,-,protein_coding,MarR family transcriptional regulator,WP_003952568.1,DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],B5GLI5,Putative MarR-family transcriptional regulator,SCLAV_4139
plasmid,CRV15_RS34750,rfbB,1561497,1562471,-,protein_coding,dTDP-glucose 4%2C6-dehydratase,WP_003952577.1,"dTDP-glucose 4,6-dehydratase activity [GO:0008460]; O antigen biosynthetic process [GO:0009243]; dTDP-rhamnose biosynthetic process [GO:0019305]",B5GLJ1,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",SCLAV_p1371
plasmid,CRV15_RS34755,,1562468,1563547,-,protein_coding,glucose-1-phosphate thymidylyltransferase,WP_003952578.1,glucose-1-phosphate thymidylyltransferase activity [GO:0008879]; polysaccharide biosynthetic process [GO:0000271],B5GLJ2,Glucose-1-phosphate thymidyltransferase (EC 2.7.7.24),SCLAV_p1372
plasmid,CRV15_RS34760,,1563740,1564147,+,protein_coding,SgcJ/EcaC family oxidoreductase,WP_003952579.1,,B5GLJ3,DUF4440 domain-containing protein,SCLAV_p1373
plasmid,CRV15_RS34765,,1564395,1565645,-,protein_coding,class I SAM-dependent methyltransferase,WP_003952582.1,,B5GLJ5,Sugar 3-C-methyl transferase,SCLAV_p1375
plasmid,CRV15_RS34790,,1573064,1573930,-,protein_coding,hypothetical protein,WP_003952588.1,,,,
plasmid,CRV15_RS34795,,1574007,1576565,+,protein_coding,SdrD B-like domain-containing protein,WP_003952589.1,,,,
plasmid,CRV15_RS34800,,1576636,1577010,-,protein_coding,peptidase inhibitor family I36 protein,WP_003952590.1,,,,
plasmid,CRV15_RS34810,,1579517,1579852,+,protein_coding,hypothetical protein,WP_003952594.1,,B5GLK5,Secreted protein,SCLAV_p1385
plasmid,CRV15_RS34830,,1582849,1584072,+,protein_coding,alginate lyase family protein,WP_003952600.1,lyase activity [GO:0016829]; periplasmic space [GO:0042597],B5GLK9,Putative secreted protein,SCLAV_p1389
plasmid,CRV15_RS34845,,1586413,1586811,-,protein_coding,ACT domain-containing protein,WP_003952604.1,,,,
plasmid,CRV15_RS34850,,1587104,1588279,+,protein_coding,ROK family transcriptional regulator,WP_003952605.1,DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],B5GLL3,CRP family transcriptional regulator,SCLAV_p1394
plasmid,CRV15_RS34860,,1589497,1590303,+,protein_coding,ABC transporter ATP-binding protein,WP_003952607.1,transporter activity [GO:0005215]; ATP binding [GO:0005524]; transport [GO:0006810],B5GLL5,ABC transporter related protein,SCLAV_p1396
plasmid,CRV15_RS34880,,1595706,1596719,+,protein_coding,helix-turn-helix domain-containing protein,WP_003952611.1,DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; regulation of DNA-templated transcription [GO:0006355],,,
plasmid,CRV15_RS34885,,1596893,1597309,+,protein_coding,hypothetical protein,WP_003952612.1,,B5GLM0,Secreted protein,SCLAV_p1401
plasmid,CRV15_RS34895,,1598131,1598970,+,protein_coding,helix-turn-helix transcriptional regulator,WP_003952614.1,DNA binding [GO:0003677],B5GLM2,DNA-binding protein,SCLAV_p1403
plasmid,CRV15_RS34920,,1604503,1605558,-,protein_coding,hypothetical protein,WP_003952619.1,,,,
plasmid,CRV15_RS34930,,1606878,1608065,-,protein_coding,cytochrome P450,WP_003952621.1,"monooxygenase activity [GO:0004497]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; heme binding [GO:0020037]",B5GLM9,Cytochrome P450,SCLAV_p1409
plasmid,CRV15_RS34935,,1608323,1608520,+,protein_coding,DUF397 domain-containing protein,WP_003952622.1,,B5GLN0,DUF397 domain-containing protein,SCLAV_p1410
plasmid,CRV15_RS34970,,1617142,1617837,-,protein_coding,hypothetical protein,WP_003952629.1,,B5GLN7,Secreted protein,SCLAV_p1417
plasmid,CRV15_RS34985,,1619507,1620364,+,protein_coding,SDR family oxidoreductase,WP_003952633.1,oxidoreductase activity [GO:0016491],B5GLP1,Short-chain dehydrogenase/reductase SDR,SCLAV_p1420
plasmid,CRV15_RS35005,,1628010,1628687,+,protein_coding,hypothetical protein,WP_003952637.1,,B5GLP5,Uncharacterized protein,SCLAV_p1424
plasmid,CRV15_RS35010,,1628993,1629544,+,protein_coding,hypothetical protein,WP_003952638.1,,B5GLP6,Uncharacterized protein,SCLAV_p1425
plasmid,CRV15_RS35025,,1636735,1638300,-,protein_coding,prenyltransferase/squalene oxidase repeat-containing protein,WP_003952642.1,,B5GLQ0,Prenyltransferase/squalene oxidase (EC 5.4.99.17),SCLAV_p1428
plasmid,CRV15_RS35055,,1648264,1648677,-,protein_coding,SHOCT domain-containing protein,WP_003952650.1,,B5GLQ8,Integral membrane protein,SCLAV_p1435
plasmid,CRV15_RS35060,,1648831,1649349,-,protein_coding,hypothetical protein,WP_003952651.1,,B5GLQ9,Putative integral membrane protein,SCLAV_p1436
plasmid,CRV15_RS35080,,1652171,1653631,+,protein_coding,ABC transporter permease,WP_003952655.1,ATPase-coupled transmembrane transporter activity [GO:0042626]; ABC-type transporter activity [GO:0140359],B5GLR3,"Permease, putative",SCLAV_p1440
plasmid,CRV15_RS35085,,1653636,1654322,+,protein_coding,ABC transporter ATP-binding protein,WP_003952656.1,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ABC-type transporter activity [GO:0140359],B5GLR4,ABC-transporter,SCLAV_p1441
plasmid,CRV15_RS35090,,1654408,1655106,-,protein_coding,hypothetical protein,WP_003952657.1,,B5GLR5,Uncharacterized protein,SCLAV_p1442
plasmid,CRV15_RS35125,,1658926,1659657,+,protein_coding,class I SAM-dependent methyltransferase,WP_003952663.1,methyltransferase activity [GO:0008168]; S-adenosyl-L-methionine binding [GO:1904047],,,
plasmid,CRV15_RS35140,,1661020,1662225,+,protein_coding,cytochrome P450,WP_003952666.1,"monooxygenase activity [GO:0004497]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; heme binding [GO:0020037]",B5GLS4,Cytochrome P450,SCLAV_p1451
plasmid,CRV15_RS35145,,1662272,1663663,+,protein_coding,glutamine synthetase,WP_003952667.1,,B5GLS5,glutamine synthetase (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta),SCLAV_p1452
plasmid,CRV15_RS35160,,1665835,1667418,-,protein_coding,NRAMP family divalent metal transporter,WP_003952671.1,,,,
plasmid,CRV15_RS35165,,1667730,1669031,-,protein_coding,CBS domain-containing protein,WP_003952672.1,,B5GLT0,MgtE intracellular domain family protein,SCLAV_p1457
plasmid,CRV15_RS35170,,1669879,1670607,+,protein_coding,MgtC/SapB family protein,WP_003952675.1,plasma membrane [GO:0005886],B5GLT3,Mg2+ transporter-C,SCLAV_p1459 mgtC
plasmid,CRV15_RS35180,,1673204,1673884,+,protein_coding,response regulator transcription factor,WP_003952677.1,DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],B5GLT5,"Two component transcriptional regulator, winged helix family",SCLAV_p1461
plasmid,CRV15_RS35200,,1679130,1680209,-,protein_coding,NlpC/P60 family protein,WP_003952681.1,,B5GLT9,Secreted protein,SCLAV_p1465
plasmid,CRV15_RS35205,,1680226,1680708,-,protein_coding,poly-gamma-glutamate biosynthesis protein PgsC/CapC,WP_003952682.1,,,,
plasmid,CRV15_RS35210,pgsB,1680781,1682790,-,protein_coding,poly-gamma-glutamate synthase PgsB,WP_003952683.1,acid-amino acid ligase activity [GO:0016881]; poly-gamma-glutamate biosynthetic process [GO:0070501],B5GLU1,Capsule biosynthesis protein CapB,SCLAV_p1467 capB
plasmid,CRV15_RS35245,,1693033,1693938,+,protein_coding,DMT family transporter,WP_003952691.1,transporter activity [GO:0005215]; transmembrane transport [GO:0055085],B5GLU9,Possible transport protein,SCLAV_p1475
plasmid,CRV15_RS35270,,1698001,1699335,+,protein_coding,DUF1254 domain-containing protein,WP_003952698.1,,B5GLV6,DUF1254 multi-domain protein,SCLAV_p1482
plasmid,CRV15_RS35285,,1700476,1701258,-,protein_coding,oxidoreductase,WP_003952700.1,oxidoreductase activity [GO:0016491],B5GLV8,Oxidoreductase,SCLAV_p1484 fabG3
plasmid,CRV15_RS35290,,1701784,1703202,-,protein_coding,DEAD/DEAH box helicase,WP_003952701.1,helicase activity [GO:0004386]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,,
plasmid,CRV15_RS35305,,1703896,1704741,-,protein_coding,SAM-dependent methyltransferase,WP_003952704.1,,B5GLW2,DUF574 domain-containing protein,SCLAV_p1488
plasmid,CRV15_RS35315,,1705902,1706321,-,protein_coding,peptidase inhibitor family I36 protein,WP_003952706.1,,B5GLW4,Inhibitor_I36 domain-containing protein,SCLAV_p1490
plasmid,CRV15_RS35325,,1707203,1707634,-,protein_coding,hypothetical protein,WP_003952708.1,,B5GLW6,Peptidase inhibitor family I36,SCLAV_p1492
plasmid,CRV15_RS35360,,1711787,1712233,+,protein_coding,peptidase inhibitor family I36 protein,WP_003952715.1,,B5GLX3,Inhibitor_I36 domain-containing protein,SCLAV_p1497
plasmid,CRV15_RS35365,,1712588,1713478,-,protein_coding,NmrA family NAD(P)-binding protein,WP_003952716.1,,B5GLX4,NmrA protein,SCLAV_p1498
plasmid,CRV15_RS35375,,1714092,1714610,-,protein_coding,MarR family transcriptional regulator,WP_003952718.1,DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],,,
plasmid,CRV15_RS35395,,1716345,1716980,-,protein_coding,hypothetical protein,WP_003952725.1,,B5GLY1,Putative membrane protein,SCLAV_p1504
plasmid,CRV15_RS35410,gntD,1721444,1722472,+,protein_coding,guanitoxin biosynthesis L-enduracididine beta-hydroxylase GntD,WP_003952732.1,,B5GLY6,Clavaminate synthase-like oxygenase,SCLAV_p1509
plasmid,CRV15_RS35415,,1722716,1723984,+,protein_coding,glycosyltransferase,WP_003952733.1,glycosyltransferase activity [GO:0016757],B5GLY7,"Glycosyl transferase, group 1",SCLAV_p1510
plasmid,CRV15_RS35425,,1724725,1725108,+,protein_coding,hypothetical protein,WP_003952734.1,,,,
plasmid,CRV15_RS37640,,1726260,1726391,+,protein_coding,hypothetical protein,WP_003952736.1,,,,
plasmid,CRV15_RS35435,,1726623,1727273,-,protein_coding,NAD(P)H-binding protein,WP_003952739.1,,B5GLZ2,NAD-dependent epimerase/dehydratase,SCLAV_p1515
plasmid,CRV15_RS35440,,1727517,1727726,-,protein_coding,hypothetical protein,WP_003952741.1,,B5GLZ3,Uncharacterized protein,SCLAV_p1516
plasmid,CRV15_RS35445,,1728697,1729842,+,protein_coding,PP2C family protein-serine/threonine phosphatase,WP_003952743.1,protein serine/threonine phosphatase activity [GO:0004722],,,
plasmid,CRV15_RS35450,,1730196,1730630,+,protein_coding,hypothetical protein,WP_003952744.1,,B5GLZ6,Uncharacterized protein,SCLAV_p1519
plasmid,CRV15_RS35455,,1730677,1731366,+,protein_coding,CDGSH iron-sulfur domain-containing protein,WP_003952745.1,"2 iron, 2 sulfur cluster binding [GO:0051537]; intracellular membrane-bounded organelle [GO:0043231]",B5GLZ7,Zinc finger CDGSH-type domain protein,SCLAV_p1520
plasmid,CRV15_RS35460,,1732139,1732594,-,protein_coding,hypothetical protein,WP_003952747.1,,B5GLZ9,Uncharacterized protein,SCLAV_p1521
plasmid,CRV15_RS35480,,1734517,1734771,-,protein_coding,type II toxin-antitoxin system RelE/ParE family toxin,WP_003952752.1,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) inhibitor activity [GO:0008657]; protein homodimerization activity [GO:0042803]; plasmid partitioning [GO:0030541]; protein heterotetramerization [GO:0051290]",B5GM03,Plasmid stabilization system,SCLAV_p1525
plasmid,CRV15_RS35495,,1736242,1737045,-,protein_coding,SAM-dependent methyltransferase,WP_003952758.1,,B5GM08,DUF574 domain-containing protein,SCLAV_p1528
plasmid,CRV15_RS35500,,1737482,1737826,-,protein_coding,hypothetical protein,WP_003952759.1,,B5GM09,Acetyltransferase,SCLAV_p1529
plasmid,CRV15_RS35510,,1738297,1738842,-,protein_coding,hypothetical protein,WP_003952760.1,,B5GM10,Ferredoxin,SCLAV_p1530
plasmid,CRV15_RS35515,,1739394,1739675,-,protein_coding,hypothetical protein,WP_003952762.1,,B5GM12,Secreted protein,SCLAV_p1532
plasmid,CRV15_RS35520,,1739904,1740215,+,protein_coding,transposase,WP_003952763.1,DNA binding [GO:0003677]; transposase activity [GO:0004803]; DNA transposition [GO:0006313],,,
plasmid,CRV15_RS36200,,1740212,1740388,+,protein_coding,hypothetical protein,WP_003952765.1,,B5GM14,Putative transposase orfB for insertion sequence element,SCLAV_p1534
plasmid,CRV15_RS35550,,1745560,1745907,-,protein_coding,hypothetical protein,WP_003952773.1,,B5GM21,SnoaL-like domain-containing protein,SCLAV_p1541
plasmid,CRV15_RS35575,,1749969,1750622,-,protein_coding,fasciclin domain-containing protein,WP_003952778.1,,,,
plasmid,CRV15_RS35580,sigK,1751261,1751848,+,protein_coding,ECF RNA polymerase sigma factor SigK,WP_003952779.1,DNA-binding transcription factor activity [GO:0003700]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352],,,
plasmid,CRV15_RS35585,,1751845,1752588,+,protein_coding,anti-sigma factor,WP_003952780.1,,B5GM27,Regulator of SigK (Sigma-K anti-sigma factor RskA),SCLAV_p1547
plasmid,CRV15_RS35615,,1756975,1757739,-,protein_coding,adenosylcobinamide amidohydrolase,WP_003952790.1,,B5GM36,"Adenosylcobinamide amidohydrolase, putative",SCLAV_p1556
plasmid,CRV15_RS35625,,1759959,1760789,-,protein_coding,class I SAM-dependent methyltransferase,WP_003952795.1,methyltransferase activity [GO:0008168]; S-adenosyl-L-methionine binding [GO:1904047],B5GM41,Methyltransferase type 12,SCLAV_p1561
plasmid,CRV15_RS35630,,1760786,1761964,-,protein_coding,alpha-hydroxy-acid oxidizing protein,WP_003952797.1,oxidoreductase activity [GO:0016491],,,
plasmid,CRV15_RS35640,,1763629,1764168,-,protein_coding,phenolic acid decarboxylase,WP_003952800.1,,,,
plasmid,CRV15_RS35665,,1768886,1770196,+,protein_coding,VCBS repeat domain-containing M23 family metallopeptidase,WP_003952804.1,,B5GM48,ATP/GTP-binding protein,SCLAV_p1570
plasmid,CRV15_RS35670,,1770206,1771951,+,protein_coding,FG-GAP-like repeat-containing protein,WP_003952805.1,,B5GM49,Endonuclease/exonuclease/phosphatase,SCLAV_p1571
plasmid,CRV15_RS35675,,1772095,1772505,+,protein_coding,hypothetical protein,WP_003952806.1,,B5GM50,Uncharacterized protein,SCLAV_p1572
plasmid,CRV15_RS35680,,1772914,1773318,+,protein_coding,hypothetical protein,WP_003952807.1,,B5GM51,Negative regulator of beta-lactamase expression,SCLAV_p1573
plasmid,CRV15_RS36225,,1774122,1774259,-,protein_coding,hypothetical protein,WP_003952809.1,,,,
plasmid,CRV15_RS35690,,1774329,1774910,-,protein_coding,tetratricopeptide repeat protein,WP_003952810.1,protein binding [GO:0005515],B5GM54,Tetratricopeptide repeat protein,SCLAV_p1576
plasmid,CRV15_RS35715,,1778493,1779362,-,protein_coding,helix-turn-helix transcriptional regulator,WP_003952816.1,DNA binding [GO:0003677],,,
plasmid,CRV15_RS35720,,1779500,1780243,+,protein_coding,SDR family oxidoreductase,WP_003952817.1,oxidoreductase activity [GO:0016491],B5GM61,Putative short-chain dehydrogenase/oxidoreductase,SCLAV_p1583
plasmid,CRV15_RS35735,,1782247,1783431,-,protein_coding,acyl-CoA dehydrogenase family protein,WP_003952820.1,"oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]; flavin adenine dinucleotide binding [GO:0050660]",,,
plasmid,CRV15_RS35745,,1784723,1785664,+,protein_coding,NAD-dependent epimerase/dehydratase family protein,WP_003952822.1,catalytic activity [GO:0003824],B5GM66,Reductase,SCLAV_p1588
plasmid,CRV15_RS35770,,1790472,1791332,-,protein_coding,ABC transporter ATP-binding protein,WP_003952826.1,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ABC-type transporter activity [GO:0140359],B5GM70,Ferric enterobactin transport ATP-binding protein FepC (EC 3.6.3.34),SCLAV_p1592
plasmid,CRV15_RS35775,,1791365,1792447,-,protein_coding,iron chelate uptake ABC transporter family permease subunit,WP_003952827.1,transmembrane transporter activity [GO:0022857]; membrane [GO:0016020],B5GM71,Ferric enterobactin transport system permease protein FepG,SCLAV_p1593
